tiempo_total_min,minutos_retraso,dist_asignacion_km,dist_entrega_km,tiempo_espera_rest_min,cumple_sla,franja_horaria,es_hora_pico,valor_pedido_soles
15.5,0.0,1.583,3.308,5.0,1,noche,0,42.76
31.7,1.7,2.12,3.209,13.9,0,noche,1,31.19
27.7,0.0,3.442,2.12,11.4,1,noche,1,68.65
11.7,0.0,1.289,2.242,6.9,1,tarde,0,49.34
14.5,0.0,1.082,1.631,8.9,1,mañana,0,94.05
15.9,0.0,1.329,2.956,7.5,1,mañana,0,54.11
30.0,0.0,2.913,2.476,11.6,1,tarde,1,94.44
28.3,0.0,1.886,3.097,13.8,1,tarde,1,46.78
28.1,0.0,2.834,2.4,11.2,1,tarde,1,72.73
5.0,0.0,1.042,1.591,3.9,1,noche,0,50.39
13.3,0.0,1.721,1.669,8.8,1,noche,0,62.98
11.8,0.0,1.233,1.187,9.1,1,noche,0,70.74
10.2,0.0,1.683,1.921,2.8,1,noche,0,38.5
20.4,0.0,0.434,2.492,12.4,1,mañana,0,63.61
10.4,0.0,0.939,1.647,8.0,1,mañana,0,34.15
17.3,0.0,1.006,1.696,8.7,1,mañana,0,18.63
15.9,0.0,0.892,2.353,9.0,1,mañana,0,57.89
17.0,0.0,1.723,2.537,7.4,1,noche,0,28.82
17.3,0.0,1.536,2.432,8.6,1,noche,0,59.77
13.8,0.0,1.683,3.052,3.3,1,noche,0,76.37
15.3,0.0,1.583,2.564,8.1,1,noche,0,90.73
22.3,0.0,1.027,2.933,13.4,1,noche,0,76.06
15.9,0.0,0.55,3.053,10.6,1,noche,0,75.56
11.6,0.0,1.224,0.599,8.0,1,noche,0,40.09
18.9,0.0,1.231,3.002,9.5,1,mañana,0,39.74
9.8,0.0,0.861,2.786,2.8,1,mañana,0,77.49
15.2,0.0,1.454,1.128,9.0,1,noche,0,54.97
19.0,0.0,0.753,1.956,12.7,1,noche,0,67.56
18.4,0.0,0.168,1.423,17.9,1,noche,0,65.06
17.0,0.0,0.603,3.153,11.8,1,noche,0,55.97
14.2,0.0,1.421,2.077,7.0,1,noche,0,44.12
13.0,0.0,1.458,2.437,7.6,1,noche,0,61.87
6.5,0.0,1.459,2.624,0.8,1,noche,0,33.68
14.4,0.0,1.111,2.262,10.0,1,tarde,0,68.87
15.9,0.0,1.969,2.166,8.8,1,mañana,0,31.05
15.9,0.0,1.443,2.836,9.8,1,mañana,0,27.05
18.4,0.0,1.148,0.978,16.0,1,mañana,0,61.29
14.1,0.0,0.7,2.586,7.7,1,mañana,0,93.65
9.6,0.0,1.741,1.992,3.9,1,mañana,0,21.79
16.7,0.0,1.293,2.298,11.0,1,mañana,0,73.83
11.0,0.0,0.214,1.564,10.1,1,mañana,0,46.07
22.8,0.0,1.709,2.346,13.3,1,tarde,0,24.66
13.8,0.0,1.726,2.858,8.7,1,tarde,0,74.31
16.8,0.0,1.322,1.942,6.6,1,tarde,0,22.3
10.5,0.0,1.829,1.69,6.5,1,tarde,0,15.37
8.8,0.0,1.45,2.299,3.2,1,tarde,0,16.67
18.2,0.0,0.884,3.364,8.4,1,mañana,0,34.99
13.6,0.0,1.555,2.03,5.7,1,noche,0,88.39
6.7,0.0,0.287,1.788,2.3,1,noche,0,93.05
25.4,0.0,3.035,2.306,7.0,1,noche,1,60.91
21.0,0.0,1.108,2.096,11.9,1,mañana,0,38.61
11.9,0.0,0.962,0.934,8.5,1,mañana,0,37.47
17.1,0.0,1.125,2.49,11.0,1,mañana,0,28.0
20.1,0.0,1.419,2.31,12.5,1,mañana,0,41.55
21.9,0.0,4.097,2.145,1.9,1,noche,1,76.12
39.0,9.0,2.021,1.814,23.8,0,noche,1,30.06
28.4,0.0,1.717,2.627,15.3,1,noche,1,76.9
11.3,0.0,1.905,2.407,2.4,1,noche,0,79.52
25.4,0.0,3.361,2.033,5.5,1,noche,1,46.65
38.5,8.5,1.791,2.155,23.4,0,noche,1,30.41
10.9,0.0,1.585,0.752,6.1,1,mañana,0,59.96
13.4,0.0,1.01,1.545,9.1,1,mañana,0,76.67
10.5,0.0,1.868,1.434,4.3,1,noche,0,34.04
13.2,0.0,1.691,2.594,1.7,1,noche,0,80.24
17.9,0.0,0.709,2.461,9.5,1,noche,0,92.53
10.3,0.0,1.887,2.474,4.8,1,noche,0,32.67
12.6,0.0,1.037,1.496,9.0,1,mañana,0,78.94
26.2,0.0,0.752,2.384,14.4,1,tarde,1,58.21
13.6,0.0,1.37,2.404,6.9,1,mañana,0,30.97
25.9,0.0,1.24,2.461,16.9,1,mañana,0,16.16
32.2,2.2,2.872,2.378,14.5,0,noche,1,58.53
34.3,4.3,3.266,2.622,13.3,0,noche,1,48.75
14.5,0.0,0.715,1.353,10.3,1,mañana,0,42.5
5.0,0.0,1.36,2.284,1.5,1,mañana,0,33.85
21.6,0.0,0.325,3.13,14.7,1,mañana,0,25.41
11.4,0.0,0.91,2.247,6.5,1,mañana,0,42.6
34.1,4.1,2.355,1.738,25.1,0,tarde,1,31.95
38.5,8.5,0.555,1.426,29.1,0,tarde,1,22.04
35.9,5.9,1.084,2.604,22.4,0,tarde,1,85.39
17.6,0.0,1.48,2.568,10.8,1,mañana,0,88.13
18.6,0.0,0.871,1.376,15.5,1,mañana,0,37.09
7.8,0.0,1.022,0.898,10.5,1,mañana,0,43.46
13.0,0.0,1.09,2.305,6.8,1,mañana,0,66.56
17.4,0.0,1.06,2.046,14.1,1,noche,0,26.97
19.4,0.0,1.521,2.243,13.2,1,noche,0,84.03
23.4,0.0,1.507,2.189,12.3,1,noche,0,86.02
28.7,0.0,2.58,2.257,15.4,1,tarde,1,67.38
32.1,2.1,2.597,1.411,18.1,0,tarde,1,22.2
17.9,0.0,2.491,1.094,6.2,1,tarde,1,36.49
35.4,5.4,3.128,2.47,16.3,0,tarde,1,31.31
15.2,0.0,1.157,2.01,9.1,1,mañana,0,74.5
19.7,0.0,0.861,2.041,11.4,1,mañana,0,86.03
11.2,0.0,1.414,2.417,6.9,1,mañana,0,60.47
12.4,0.0,1.248,2.047,7.8,1,noche,0,78.32
14.3,0.0,0.846,1.635,10.3,1,tarde,0,17.65
5.8,0.0,1.006,2.43,1.5,1,tarde,0,15.89
16.3,0.0,0.972,1.964,11.4,1,mañana,0,61.95
15.5,0.0,1.266,2.949,5.7,1,mañana,0,44.76
15.0,0.0,0.932,1.212,8.5,1,mañana,0,83.57
33.6,3.6,2.145,2.504,18.3,0,tarde,1,79.41
20.2,0.0,1.99,1.269,9.2,1,tarde,1,45.79
28.8,0.0,2.127,1.712,17.8,1,tarde,1,55.92
21.6,0.0,0.677,2.902,13.4,1,mañana,0,86.39
11.4,0.0,1.127,3.136,4.6,1,mañana,0,46.95
17.1,0.0,1.518,2.645,8.1,1,mañana,0,59.03
30.8,0.8,2.999,1.592,14.5,0,noche,1,54.79
16.4,0.0,0.752,2.922,10.1,1,noche,0,90.25
15.3,0.0,1.508,2.537,6.1,1,mañana,0,76.03
12.4,0.0,1.21,2.075,7.3,1,mañana,0,84.92
13.7,0.0,1.45,1.984,5.6,1,mañana,0,44.53
13.6,0.0,1.166,1.901,9.4,1,noche,0,19.29
10.8,0.0,0.902,2.1,5.2,1,noche,0,27.06
21.1,0.0,0.81,2.098,13.9,1,noche,0,26.14
15.0,0.0,1.511,2.604,7.1,1,noche,0,31.75
11.4,0.0,0.06,2.602,4.5,1,noche,0,66.42
8.7,0.0,0.207,1.787,7.4,1,noche,0,86.33
33.1,3.1,1.551,2.138,19.9,0,noche,1,15.37
26.5,0.0,3.251,1.862,10.7,1,noche,1,62.44
12.8,0.0,0.864,1.235,5.1,1,noche,0,42.42
7.8,0.0,1.461,0.591,4.0,1,noche,0,94.81
17.0,0.0,1.451,2.084,10.6,1,noche,0,20.83
23.2,0.0,1.657,2.811,12.0,1,noche,0,45.02
12.7,0.0,1.205,1.841,6.1,1,noche,0,68.0
18.1,0.0,0.777,0.907,15.4,1,noche,0,91.36
20.4,0.0,1.359,2.562,12.2,1,noche,0,24.89
14.9,0.0,1.249,1.14,11.1,1,noche,0,24.96
9.7,0.0,1.654,1.621,6.3,1,noche,0,92.35
7.9,0.0,0.871,0.43,4.0,1,noche,0,87.22
28.6,0.0,1.527,1.39,16.9,1,noche,1,37.62
29.2,0.0,2.816,3.068,5.9,1,noche,1,59.18
28.6,0.0,2.567,2.47,11.3,1,tarde,1,31.62
22.2,0.0,2.133,2.468,8.6,1,tarde,1,31.27
36.7,6.7,2.366,2.263,18.0,0,tarde,1,68.2
12.2,0.0,1.303,1.872,9.1,1,noche,0,35.47
26.4,0.0,3.272,2.548,8.6,1,tarde,1,22.6
39.4,9.4,3.55,2.447,16.3,0,tarde,1,32.47
14.8,0.0,1.41,0.744,6.3,1,tarde,1,23.57
29.5,0.0,2.172,0.776,21.0,1,noche,1,47.02
15.8,0.0,2.991,1.547,3.7,1,noche,1,19.26
14.9,0.0,1.002,2.41,8.8,1,noche,0,27.75
17.4,0.0,1.581,2.022,6.6,1,noche,0,82.45
19.3,0.0,2.159,0.918,9.7,1,tarde,1,54.05
14.3,0.0,1.778,1.827,6.4,1,tarde,1,77.42
38.1,8.1,1.52,3.246,21.9,0,tarde,1,24.89
22.5,0.0,3.015,1.849,7.7,1,tarde,1,84.85
6.3,0.0,0.885,1.159,7.8,1,noche,0,66.47
5.0,0.0,1.213,1.482,0.0,1,noche,0,37.69
16.9,0.0,1.303,1.752,10.2,1,noche,0,79.96
19.6,0.0,1.306,1.444,11.4,1,noche,0,33.08
21.0,0.0,3.343,1.27,5.2,1,noche,1,47.26
19.8,0.0,0.955,1.969,16.2,1,noche,1,27.97
27.5,0.0,2.12,1.887,14.6,1,tarde,1,81.07
26.0,0.0,1.988,1.698,10.9,1,tarde,1,71.71
11.0,0.0,0.492,0.81,11.7,1,tarde,0,41.56
15.5,0.0,1.307,1.883,7.5,1,tarde,0,71.17
35.2,5.2,2.451,2.625,14.6,0,tarde,1,42.03
28.8,0.0,3.23,0.487,17.0,1,noche,1,82.11
29.8,0.0,3.838,2.777,8.5,1,noche,1,84.73
11.5,0.0,0.54,0.928,11.1,1,noche,1,47.21
23.8,0.0,2.636,1.184,7.3,1,noche,1,44.67
11.8,0.0,1.349,2.13,5.9,1,tarde,0,48.49
13.2,0.0,1.963,1.812,5.7,1,mañana,0,83.86
13.8,0.0,0.72,1.146,10.4,1,noche,0,55.31
18.6,0.0,1.61,2.208,9.9,1,noche,1,16.02
14.3,0.0,1.02,2.081,6.6,1,mañana,0,70.25
7.9,0.0,1.231,0.475,6.1,1,mañana,0,65.17
16.8,0.0,1.025,2.596,12.7,1,mañana,0,77.57
23.0,0.0,3.004,2.185,5.4,1,tarde,1,38.01
31.5,1.5,3.887,2.1,12.9,0,tarde,1,48.86
34.6,4.6,1.987,2.981,18.4,0,tarde,1,58.11
23.8,0.0,3.92,0.973,8.9,1,tarde,1,83.84
16.0,0.0,0.335,2.662,10.5,1,mañana,0,56.11
11.3,0.0,1.446,2.431,4.0,1,mañana,0,50.42
13.7,0.0,1.205,1.416,9.2,1,mañana,0,61.72
11.3,0.0,1.223,2.978,1.9,1,mañana,0,89.29
15.1,0.0,0.616,2.303,9.7,1,mañana,0,61.26
14.7,0.0,0.216,1.563,10.9,1,mañana,0,48.27
13.3,0.0,0.67,1.862,7.7,1,mañana,0,30.61
17.4,0.0,1.248,1.319,13.1,1,tarde,0,59.91
19.5,0.0,0.22,2.412,14.6,1,tarde,0,39.83
19.3,0.0,2.401,0.823,4.4,1,tarde,1,58.22
31.8,1.8,3.066,2.739,12.1,0,tarde,1,46.26
6.5,0.0,0.05,1.0,5.9,1,mañana,0,22.68
16.5,0.0,0.894,2.716,10.7,1,mañana,0,68.58
29.7,0.0,1.898,1.7,15.3,1,noche,1,80.34
12.1,0.0,1.507,2.657,3.0,1,mañana,0,87.88
8.7,0.0,1.434,0.885,4.0,1,noche,0,20.81
30.8,0.8,1.435,2.215,18.4,0,tarde,1,74.74
35.8,5.8,2.644,1.665,21.6,0,tarde,1,35.99
17.8,0.0,1.989,2.571,10.7,1,noche,0,31.8
16.6,0.0,1.598,2.367,9.7,1,mañana,0,68.68
9.6,0.0,1.377,1.01,4.7,1,mañana,0,36.8
12.4,0.0,1.993,2.422,4.1,1,mañana,0,56.51
5.0,0.0,1.379,1.938,0.0,1,noche,0,37.81
16.4,0.0,0.854,1.83,11.8,1,noche,0,90.46
12.1,0.0,0.697,1.96,8.3,1,tarde,0,28.49
11.2,0.0,1.892,2.023,3.7,1,tarde,0,23.66
24.6,0.0,1.576,1.221,16.2,1,tarde,1,63.53
17.8,0.0,0.794,2.234,14.1,1,mañana,0,61.31
17.2,0.0,0.818,2.313,11.7,1,mañana,0,19.72
14.7,0.0,0.201,2.502,8.7,1,noche,0,38.28
12.6,0.0,1.267,2.165,1.9,1,noche,0,41.66
13.9,0.0,1.324,0.637,12.1,1,noche,0,93.92
17.2,0.0,1.748,2.707,9.3,1,noche,0,47.99
24.9,0.0,1.496,2.623,17.0,1,noche,0,26.23
12.8,0.0,1.3,1.886,5.0,1,noche,0,53.86
12.7,0.0,0.711,1.549,8.6,1,tarde,0,87.62
7.4,0.0,1.46,1.085,4.4,1,tarde,0,51.87
17.2,0.0,1.005,2.072,9.7,1,tarde,0,62.64
13.9,0.0,1.403,0.508,13.0,1,tarde,0,94.27
16.4,0.0,1.773,2.082,9.2,1,mañana,0,74.35
35.8,5.8,1.217,1.814,25.3,0,tarde,1,42.6
21.1,0.0,3.818,1.736,0.0,1,tarde,1,78.95
15.8,0.0,2.951,0.614,10.3,1,tarde,1,64.1
25.3,0.0,2.093,1.239,15.1,1,tarde,1,17.4
16.2,0.0,2.585,1.802,6.1,1,tarde,1,47.54
28.1,0.0,1.628,1.076,17.3,1,noche,1,24.47
27.9,0.0,3.459,1.677,12.1,1,noche,1,77.56
17.6,0.0,0.084,2.203,10.5,1,tarde,0,65.36
16.1,0.0,1.415,1.073,10.0,1,tarde,0,69.54
13.7,0.0,1.343,2.172,6.4,1,tarde,0,61.67
17.2,0.0,1.189,2.346,10.3,1,tarde,0,67.94
12.8,0.0,1.403,2.399,5.4,1,tarde,0,21.1
9.1,0.0,1.833,2.311,0.2,1,mañana,0,36.16
12.3,0.0,1.194,0.989,6.9,1,mañana,0,86.89
14.5,0.0,1.3,1.902,7.8,1,noche,0,69.75
29.0,0.0,2.484,1.898,12.3,1,noche,1,90.02
31.0,1.0,1.822,3.078,14.8,0,noche,1,61.34
9.5,0.0,1.398,1.334,7.3,1,tarde,0,62.12
17.5,0.0,1.579,1.395,10.5,1,tarde,0,76.71
13.6,0.0,1.374,1.212,10.6,1,tarde,0,63.32
17.3,0.0,1.102,2.211,11.8,1,noche,0,78.15
27.3,0.0,1.888,1.588,13.3,1,noche,1,83.4
21.2,0.0,1.883,1.16,11.7,1,noche,1,78.97
27.7,0.0,0.72,2.825,15.9,1,noche,1,39.46
9.4,0.0,1.508,1.506,5.5,1,tarde,0,61.21
11.0,0.0,1.165,1.269,7.3,1,tarde,0,47.04
23.7,0.0,0.899,1.963,16.9,1,tarde,0,91.77
15.3,0.0,0.822,1.971,12.0,1,tarde,0,16.3
24.3,0.0,1.704,3.186,15.2,1,tarde,0,21.4
16.6,0.0,0.348,1.163,14.8,1,mañana,0,50.12
19.1,0.0,0.44,2.09,12.3,1,mañana,0,93.73
20.1,0.0,0.92,2.767,14.0,1,mañana,0,76.66
13.4,0.0,1.054,1.862,3.8,1,mañana,0,39.77
12.9,0.0,1.292,1.576,8.4,1,mañana,0,18.38
11.9,0.0,1.357,2.324,3.9,1,mañana,0,72.37
15.1,0.0,1.432,1.317,9.6,1,noche,0,94.75
13.3,0.0,1.683,2.709,0.0,1,noche,0,29.7
12.0,0.0,1.016,2.165,7.2,1,noche,0,24.13
18.2,0.0,0.926,2.624,12.4,1,noche,0,59.73
17.3,0.0,1.619,2.009,10.4,1,noche,0,90.36
10.5,0.0,1.59,0.522,8.9,1,tarde,0,42.2
16.2,0.0,0.686,1.564,9.2,1,tarde,0,63.51
10.0,0.0,1.475,0.593,10.1,1,tarde,0,91.29
15.6,0.0,1.767,1.276,5.7,1,tarde,0,83.39
10.5,0.0,0.966,2.482,4.9,1,mañana,0,91.9
11.2,0.0,1.089,1.342,7.5,1,noche,0,43.25
9.0,0.0,1.448,2.113,4.0,1,noche,0,72.33
11.4,0.0,1.325,2.627,4.4,1,mañana,0,86.55
11.6,0.0,1.714,1.336,4.0,1,mañana,0,77.48
25.5,0.0,2.2,1.772,12.1,1,noche,1,91.46
26.6,0.0,3.43,1.111,13.1,1,noche,1,88.28
29.8,0.0,3.715,2.089,11.9,1,noche,1,58.55
20.0,0.0,1.12,2.188,11.1,1,mañana,0,24.63
6.7,0.0,1.696,0.947,2.4,1,tarde,0,33.97
14.5,0.0,0.851,1.184,10.0,1,noche,0,33.29
14.8,0.0,1.061,2.116,10.7,1,mañana,0,48.72
11.6,0.0,1.035,2.653,8.8,1,mañana,0,94.8
15.4,0.0,0.95,2.283,7.1,1,mañana,0,59.85
13.1,0.0,1.04,0.455,6.7,1,mañana,0,65.39
18.6,0.0,1.187,2.686,10.1,1,mañana,0,15.58
7.3,0.0,1.406,0.798,5.5,1,mañana,0,60.71
9.5,0.0,0.447,1.149,6.3,1,mañana,0,69.84
24.0,0.0,1.282,2.647,13.3,1,noche,0,30.92
16.1,0.0,1.361,2.163,12.3,1,noche,0,21.23
13.4,0.0,0.67,1.161,10.4,1,noche,0,28.41
5.0,0.0,1.774,2.979,0.0,1,noche,0,89.59
21.1,0.0,1.639,2.154,12.0,1,noche,0,66.57
17.8,0.0,0.159,2.406,12.7,1,mañana,0,31.85
18.9,0.0,1.4,1.397,12.6,1,noche,0,67.39
16.4,0.0,1.117,1.631,10.4,1,noche,0,38.75
20.1,0.0,1.112,1.619,11.2,1,noche,0,84.67
10.5,0.0,1.375,1.963,2.8,1,noche,0,29.11
17.9,0.0,1.418,0.862,16.7,1,noche,0,19.66
5.7,0.0,1.012,0.935,2.7,1,mañana,0,39.77
20.1,0.0,0.431,1.541,15.1,1,noche,0,15.67
21.2,0.0,1.88,1.505,8.6,1,tarde,1,28.06
27.2,0.0,1.929,3.126,12.0,1,tarde,1,22.73
11.1,0.0,1.495,0.633,7.4,1,tarde,0,57.56
12.2,0.0,1.137,0.896,5.3,1,mañana,0,16.55
18.2,0.0,0.831,2.877,8.5,1,mañana,0,59.08
16.5,0.0,1.282,2.429,8.6,1,mañana,0,54.87
22.2,0.0,1.682,2.602,12.7,1,mañana,0,82.32
12.8,0.0,1.911,1.939,4.9,1,mañana,0,17.99
14.1,0.0,1.28,3.002,6.1,1,mañana,0,32.52
15.1,0.0,0.775,0.088,14.7,1,mañana,0,67.28
24.0,0.0,1.439,2.734,13.2,1,mañana,0,46.13
16.9,0.0,1.763,2.093,5.4,1,mañana,0,86.19
17.0,0.0,1.09,2.451,8.8,1,mañana,0,89.49
18.0,0.0,0.75,1.895,10.9,1,mañana,0,68.34
13.0,0.0,1.148,1.941,6.0,1,mañana,0,37.27
16.3,0.0,1.197,2.374,8.6,1,noche,0,44.71
15.8,0.0,0.727,2.496,9.7,1,noche,0,38.73
11.6,0.0,1.326,2.187,8.0,1,noche,0,35.18
15.2,0.0,2.013,2.767,5.6,1,noche,0,26.33
14.8,0.0,0.733,2.674,7.3,1,noche,0,57.91
18.4,0.0,1.264,0.526,15.1,1,noche,0,31.65
12.7,0.0,1.678,1.973,6.1,1,mañana,0,86.89
15.9,0.0,1.038,0.294,10.9,1,mañana,0,91.14
13.0,0.0,1.402,2.347,5.9,1,mañana,0,47.87
13.7,0.0,0.624,2.409,7.3,1,mañana,0,82.78
9.8,0.0,0.132,0.397,6.7,1,noche,0,62.89
18.2,0.0,1.367,2.616,7.3,1,noche,0,43.96
19.4,0.0,0.595,3.002,7.7,1,noche,0,49.98
9.8,0.0,0.951,0.307,7.8,1,mañana,0,44.13
5.0,0.0,0.489,0.576,0.5,1,noche,0,40.81
14.9,0.0,1.456,2.383,4.3,1,noche,0,70.56
17.9,0.0,1.368,3.066,11.3,1,noche,0,79.69
14.3,0.0,0.755,2.916,7.4,1,noche,0,67.83
17.8,0.0,1.424,2.7,9.3,1,mañana,0,46.09
16.0,0.0,0.832,2.169,10.6,1,mañana,0,86.18
11.8,0.0,1.337,2.117,5.0,1,mañana,0,20.42
11.7,0.0,0.918,1.238,8.3,1,mañana,0,48.21
15.0,0.0,0.541,2.527,7.6,1,mañana,0,22.4
12.6,0.0,1.056,1.764,4.5,1,mañana,0,73.34
10.3,0.0,0.946,2.11,3.4,1,mañana,0,20.73
12.7,0.0,0.592,2.587,8.8,1,mañana,0,65.62
8.8,0.0,0.645,2.446,4.0,1,noche,0,89.68
14.5,0.0,0.656,3.198,9.3,1,noche,0,79.2
11.8,0.0,0.906,1.556,4.9,1,noche,0,81.11
13.4,0.0,0.472,1.849,6.2,1,noche,0,59.02
14.1,0.0,1.529,2.065,7.1,1,noche,0,80.94
22.7,0.0,1.229,2.132,13.2,1,noche,0,71.21
16.4,0.0,2.017,2.559,7.1,1,tarde,0,32.19
14.3,0.0,1.22,2.27,6.9,1,tarde,0,62.02
13.2,0.0,0.211,2.02,8.4,1,noche,0,86.17
19.7,0.0,0.845,2.042,13.8,1,noche,0,68.72
19.4,0.0,1.173,2.896,12.6,1,noche,0,89.13
17.0,0.0,1.209,1.591,7.3,1,noche,0,81.39
13.0,0.0,1.261,2.387,4.0,1,noche,0,61.1
17.1,0.0,0.689,2.571,9.1,1,noche,0,87.85
32.1,2.1,1.794,2.263,16.5,0,tarde,1,33.14
15.4,0.0,1.342,0.959,9.1,1,noche,0,92.68
21.3,0.0,1.039,1.878,14.2,1,noche,0,46.94
12.5,0.0,0.789,1.597,5.3,1,tarde,0,36.3
23.1,0.0,1.126,1.161,18.3,1,noche,1,42.98
17.7,0.0,1.324,1.509,8.2,1,noche,1,43.85
12.9,0.0,1.496,1.924,6.2,1,noche,0,26.81
13.9,0.0,0.592,1.446,7.4,1,mañana,0,58.9
19.6,0.0,1.348,1.927,11.6,1,mañana,0,82.0
14.4,0.0,1.25,1.206,10.0,1,noche,0,90.61
8.3,0.0,1.697,0.773,1.4,1,noche,0,17.96
19.8,0.0,1.286,2.267,15.4,1,noche,0,43.85
16.7,0.0,1.357,1.532,12.1,1,noche,0,27.74
14.1,0.0,1.788,1.981,4.7,1,mañana,0,22.97
12.7,0.0,0.989,2.6,8.1,1,mañana,0,23.65
15.6,0.0,0.942,2.1,11.3,1,mañana,0,27.56
16.3,0.0,1.471,2.731,6.6,1,mañana,0,77.43
21.2,0.0,1.024,2.186,13.4,1,mañana,0,19.03
7.1,0.0,1.446,2.2,0.0,1,mañana,0,61.64
7.2,0.0,1.614,1.528,3.9,1,noche,0,80.19
18.0,0.0,1.044,2.782,6.7,1,noche,0,21.84
10.4,0.0,1.753,1.692,2.6,1,noche,0,54.11
34.4,4.4,1.141,2.138,24.5,0,tarde,1,27.22
30.2,0.2,2.727,2.217,13.4,0,noche,1,92.83
24.8,0.0,2.604,0.329,16.0,1,noche,1,68.72
31.0,1.0,2.783,2.966,13.7,0,tarde,1,62.71
24.4,0.0,1.139,0.513,20.0,1,tarde,1,17.58
22.1,0.0,3.453,2.574,2.6,1,tarde,1,74.5
19.6,0.0,1.61,2.487,14.0,1,mañana,0,54.2
18.8,0.0,1.39,0.979,13.5,1,mañana,0,49.0
10.6,0.0,0.889,1.95,7.1,1,noche,0,71.33
16.0,0.0,0.819,3.061,10.1,1,noche,0,35.12
18.7,0.0,0.954,1.695,10.7,1,noche,0,20.03
12.4,0.0,1.666,2.485,2.1,1,mañana,0,56.29
21.9,0.0,1.121,2.538,13.3,1,mañana,0,55.7
12.9,0.0,0.651,1.652,6.0,1,noche,0,81.39
16.3,0.0,1.536,2.039,8.1,1,noche,0,62.23
12.2,0.0,1.737,1.057,6.2,1,noche,0,29.38
12.3,0.0,0.686,1.958,7.8,1,noche,0,71.58
10.5,0.0,1.349,1.836,7.1,1,noche,0,26.57
12.7,0.0,1.047,2.475,7.7,1,noche,0,68.75
25.3,0.0,1.394,2.53,15.7,1,noche,0,38.1
14.9,0.0,0.975,0.676,10.8,1,noche,0,51.69
17.7,0.0,1.276,1.472,8.7,1,noche,0,56.39
18.6,0.0,0.83,0.457,14.7,1,noche,0,58.79
16.7,0.0,0.843,3.078,10.5,1,noche,0,20.42
18.0,0.0,3.41,2.396,0.0,1,tarde,1,48.36
22.3,0.0,0.284,2.636,16.1,1,mañana,0,40.83
15.3,0.0,1.497,0.687,9.2,1,mañana,0,47.33
24.3,0.0,2.621,2.586,7.9,1,tarde,1,73.38
24.0,0.0,3.637,2.585,6.4,1,tarde,1,70.44
23.4,0.0,3.87,1.192,3.9,1,noche,1,89.17
29.2,0.0,2.783,1.593,13.8,1,noche,1,26.33
26.8,0.0,2.121,2.768,9.2,1,noche,1,37.02
17.5,0.0,0.443,2.852,7.4,1,tarde,0,55.54
16.8,0.0,0.814,2.379,12.0,1,mañana,0,78.78
14.7,0.0,1.75,2.487,3.0,1,mañana,0,81.58
15.1,0.0,1.183,1.618,7.8,1,mañana,0,38.95
18.5,0.0,1.725,1.831,12.0,1,mañana,0,88.05
30.8,0.8,2.928,2.206,12.7,0,tarde,1,57.74
27.2,0.0,2.426,1.603,13.3,1,tarde,1,49.27
12.5,0.0,1.109,1.612,6.6,1,mañana,0,54.76
15.8,0.0,1.07,1.296,8.7,1,mañana,0,32.97
12.0,0.0,1.032,2.392,5.6,1,noche,0,55.0
19.1,0.0,1.707,2.331,11.8,1,noche,0,29.94
17.9,0.0,0.763,2.387,11.9,1,mañana,0,31.41
9.6,0.0,0.255,0.834,8.2,1,mañana,0,15.92
9.8,0.0,0.674,1.367,8.2,1,mañana,0,88.72
15.7,0.0,1.726,3.188,5.6,1,mañana,0,24.51
17.1,0.0,1.281,2.85,8.1,1,noche,0,74.64
19.7,0.0,1.434,2.352,12.0,1,noche,0,57.77
22.6,0.0,1.204,2.437,15.3,1,noche,0,67.7
12.2,0.0,1.669,0.51,6.8,1,noche,0,63.54
20.3,0.0,0.563,1.733,17.6,1,noche,0,91.34
13.3,0.0,1.052,1.427,8.0,1,noche,0,36.89
17.0,0.0,1.502,2.117,9.6,1,noche,0,33.62
15.4,0.0,0.691,0.932,9.6,1,noche,0,53.49
12.4,0.0,0.985,1.978,6.5,1,tarde,0,42.1
8.5,0.0,1.304,1.619,2.1,1,tarde,0,74.75
13.9,0.0,0.514,1.108,10.3,1,tarde,0,68.67
14.8,0.0,1.126,1.711,8.6,1,tarde,0,21.57
14.8,0.0,1.793,2.11,5.0,1,mañana,0,65.36
16.2,0.0,1.408,2.661,4.6,1,mañana,0,78.77
5.0,0.0,1.09,1.356,0.0,1,mañana,0,80.03
14.6,0.0,1.011,1.543,5.8,1,mañana,0,42.88
20.8,0.0,1.819,2.637,8.7,1,mañana,0,51.76
10.0,0.0,0.943,1.455,4.9,1,mañana,0,33.79
14.2,0.0,0.83,1.326,6.0,1,noche,0,88.03
11.1,0.0,1.388,0.738,6.5,1,mañana,0,23.23
16.9,0.0,0.926,2.368,13.0,1,mañana,0,75.47
14.5,0.0,0.876,3.463,5.3,1,mañana,0,73.11
19.1,0.0,1.553,1.554,8.0,1,mañana,0,75.77
5.0,0.0,0.884,0.653,2.4,1,noche,0,45.71
12.7,0.0,1.141,1.066,8.0,1,noche,0,55.53
9.0,0.0,0.506,1.874,5.1,1,mañana,0,62.69
16.4,0.0,1.052,3.04,8.5,1,mañana,0,91.1
8.0,0.0,1.656,2.885,2.0,1,mañana,0,54.54
22.9,0.0,3.323,2.542,4.1,1,tarde,1,31.45
20.3,0.0,3.205,2.0,1.5,1,tarde,1,73.83
